movieId,title,year,rating_promedio,total_votos
106138,You May Not Kiss the Bride (2011),2011,2.75,51
114713,Annabelle (2014),2014,2.75,991
104298,Evidence (2013) ,2013,2.75,55
56165,P2 (2007),2007,2.75,277
264962,Mother/Android (2021),2021,2.75,57
164141,I.T. (2016),2016,2.75,122
53133,Gracie (2007),2007,2.75,61
489,Made in America (1993),1993,2.75,3076
282999,Shotgun Wedding (2022),2022,2.75,71
4198,Battle Beyond the Stars (1980),1980,2.75,355
85131,Battle: Los Angeles (2011),2011,2.75,2193
45666,Nacho Libre (2006),2006,2.75,2805
4991,Joe Somebody (2001),2001,2.75,466
148426,Fateful Findings (2013),2013,2.75,79
73488,Blood: The Last Vampire (2009),2009,2.75,166
59725,Sex and the City (2008),2008,2.75,2502
1382,Marked for Death (1990),1990,2.75,1121
2429,Mighty Joe Young (1998),1998,2.75,1672
227258,The Midnight Sky (2020),2020,2.75,350
618,Two Much (1995),1995,2.75,364
2451,"Gate, The (1987)",1987,2.75,824
5803,I Spy (2002),2002,2.75,1473
4482,"Bright Lights, Big City (1988)",1988,2.75,353
6143,Trail of the Pink Panther (1982),1982,2.75,391
43836,"Pink Panther, The (2006)",2006,2.75,1995
32019,Be Cool (2005),2005,2.75,1342
171501,Small Crimes (2017),2017,2.75,58
170129,Sleepaway Camp II: Unhappy Campers (1988),1988,2.75,64
4631,Old Gringo (1989),1989,2.75,56
46194,Adam & Steve (2005),2005,2.75,64
7240,King David (1985),1985,2.75,50
277978,The Invitation (2022),2022,2.75,82
43389,Numbskull Emptybrook in the Army (Uuno Turhapuro armeijan leivissä) (1984),1984,2.75,58
8818,It Happened at the World's Fair (1963),1963,2.75,52
135248,Johnny Tsunami (1999),1999,2.75,58
1999,"Exorcist III, The (1990)",1990,2.75,1285
1550,Trial and Error (1997),1997,2.75,709
55768,Bee Movie (2007),2007,2.75,3233
1011,Herbie Rides Again (1974),1974,2.75,1606
185585,Pacific Rim: Uprising (2018),2018,2.75,1103
79134,Grown Ups (2010),2010,2.75,2608
170405,Bokeh (2017),2017,2.75,79
5961,Blue Steel (1990),1990,2.75,373
179,Mad Love (1995),1995,2.75,1243
121137,Wrong Turn 5: Bloodlines (2012),2012,2.75,73
3976,Stardom (2000),2000,2.75,69
32017,"Pacifier, The (2005)",2005,2.75,1782
73000,Nine (2009),2009,2.75,406
92192,Apollo 18 (2011),2011,2.75,522
742,Thinner (1996),1996,2.75,2105
5559,Mad Love (Juana la Loca) (2001),2001,2.75,61
118512,Bring It On: In It To Win It (2007),2007,2.75,59
72378,2012 (2009),2009,2.75,8099
2850,Public Access (1993),1993,2.75,57
4611,Johnny Handsome (1989),1989,2.75,169
204556,Otherhood (2019),2019,2.75,53
4587,Earth Girls Are Easy (1988),1988,2.74,1683
1037,"Lawnmower Man, The (1992)",1992,2.74,7443
72777,Invaders from Mars (1986),1986,2.74,88
66152,TerrorVision (1986),1986,2.74,78
7157,"Hebrew Hammer, The (2003)",2003,2.74,230
7391,"Mother, Jugs & Speed (1976)",1976,2.74,115
86355,Atlas Shrugged: Part 1 (2011),2011,2.74,224
223222,The War with Grandpa (2020),2020,2.74,74
87876,Cars 2 (2011),2011,2.74,2402
286899,Transformers: Rise of the Beasts (2023),2023,2.74,105
45730,Lady in the Water (2006),2006,2.74,1958
254394,Snake Eyes: G.I. Joe Origins (2021),2021,2.74,101
6252,View from the Top (2003),2003,2.74,788
164735,The Cheetah Girls (2003),2003,2.74,93
6332,"Lizzie McGuire Movie, The (2003)",2003,2.74,918
3387,Who's Harry Crumb? (1989),1989,2.74,1160
85397,Red Riding Hood (2011),2011,2.74,943
96621,Arthur and the Revenge of Maltazard (Arthur et la vengeance de Maltazard) (2009),2009,2.74,120
1647,Playing God (1997),1997,2.74,698
6564,Lara Croft Tomb Raider: The Cradle of Life (2003),2003,2.74,5540
97324,Atlas Shrugged: Part II (2012),2012,2.74,114
85022,Hall Pass (2011),2011,2.74,1186
75929,Possession (2009),2009,2.74,56
163981,31 (2016),2016,2.74,108
7764,"Driller Killer, The (1979)",1979,2.74,108
229443,Superintelligence (2020),2020,2.74,81
6860,Mobsters (1991),1991,2.74,108
4040,Don't Tell Mom the Babysitter's Dead (1991),1991,2.74,2127
3977,Charlie's Angels (2000),2000,2.74,21392
3484,"Skulls, The (2000)",2000,2.74,2663
95058,Cosmopolis  (2012),2012,2.74,482
135567,Independence Day: Resurgence (2016),2016,2.74,1816
105755,"Counselor, The (2013)",2013,2.74,501
81164,"Hole, The (2009)",2009,2.74,161
74580,"Spy Next Door, The (2010)",2010,2.74,573
6212,Bringing Down the House (2003),2003,2.74,1423
6946,Looney Tunes: Back in Action (2003),2003,2.74,742
88380,Dylan Dog: Dead of Night (2010),2010,2.74,109
170253,Gemini (2017),2017,2.74,65
2007,Polish Wedding (1998),1998,2.74,394
142070,Jenny's Wedding (2015),2015,2.74,59
189893,Terrifier (2017),2017,2.74,215
184017,Mute (2018),2018,2.74,312
249964,F9 (2021),2021,2.74,403
7041,Trapped in Paradise (1994),1994,2.74,230
4638,Jurassic Park III (2001),2001,2.74,11545
4153,Down to Earth (2001),2001,2.74,1007
3785,Scary Movie (2000),2000,2.74,14648
5188,How to Beat the High Cost of Living (1980),1980,2.74,55
2054,"Honey, I Shrunk the Kids (1989)",1989,2.74,18346
157312,The Boss (2016),2016,2.74,299
135278,Wendy Wu: Homecoming Warrior (2006),2006,2.74,70
5891,I Spit on Your Grave (Day of the Woman) (1978),1978,2.74,482
4909,"Incredible Shrinking Woman, The (1981)",1981,2.74,325
109072,Sabotage (2014),2014,2.74,285
55020,"Ten, The (2007)",2007,2.74,251
185997,Life of the Party (2018),2018,2.74,200
5182,Hawk the Slayer (1980),1980,2.73,83
631,All Dogs Go to Heaven 2 (1996),1996,2.73,2323
160710,Absolutely Fabulous: The Movie (2016),2016,2.73,81
5427,Caveman (1981),1981,2.73,241
4092,Cherry 2000 (1987),1987,2.73,529
277112,Not Okay (2022),2022,2.73,64
94967,Texas Killing Fields (2011),2011,2.73,94
196895,Serenity (2019),2019,2.73,216
8932,It's Alive (1974),1974,2.73,154
840,House Arrest (1996),1996,2.73,708
990,Maximum Risk (1996),1996,2.73,993
2399,Santa Claus: The Movie (1985),1985,2.73,1436
26317,Emmanuelle (1974),1974,2.73,137
70336,G.I. Joe: The Rise of Cobra (2009),2009,2.73,2689
5695,To the Devil a Daughter (1976),1976,2.73,60
839,"Crow: City of Angels, The (1996)",1996,2.73,4156
31026,"Phantom of the Opera, The (1989)",1989,2.73,133
8907,Shark Tale (2004),2004,2.73,4336
197537,Velvet Buzzsaw (2019),2019,2.73,603
57865,Wedding Daze (2006),2006,2.73,88
201654,The Intruder (2019),2019,2.73,58
91386,Happy Feet Two (2011),2011,2.73,396
7021,Pure Luck (1991),1991,2.73,155
743,Spy Hard (1996),1996,2.73,6511
129657,Tracers (2015),2015,2.73,123
32084,Crush (1992),1992,2.73,54
2953,Home Alone 2: Lost in New York (1992),1992,2.73,9790
15,Cutthroat Island (1995),1995,2.73,3099
44779,Santa's Slay (2005),2005,2.73,65
179953,A Bad Moms Christmas (2017),2017,2.73,247
2468,Jumpin' Jack Flash (1986),1986,2.73,3051
135625,Final Girl (2015),2015,2.73,102
8383,Hope Springs (2003),2003,2.73,152
4520,License to Drive (1988),1988,2.73,595
1646,RocketMan (a.k.a. Rocket Man) (1997),1997,2.73,884
5109,Return to Never Land (2002),2002,2.73,565
432,City Slickers II: The Legend of Curly's Gold (1994),1994,2.73,13005
4622,Loverboy (1989),1989,2.73,335
6010,Double Whammy (2001),2001,2.73,105
63436,Saw V (2008),2008,2.73,1776
65731,The Alphabet Killer (2008),2008,2.73,90
2616,Dick Tracy (1990),1990,2.73,6386
2491,Simply Irresistible (1999),1999,2.73,925
73511,Horsemen (2009),2009,2.73,167
2264,We're No Angels (1989),1989,2.73,690
7457,Breakin' All the Rules (2004),2004,2.73,77
6265,Head of State (2003),2003,2.73,625
45442,Poseidon (2006),2006,2.73,1367
199223,Pet Sematary (2019),2019,2.73,597
192307,The Meg (2018),2018,2.73,1062
101076,G.I. Joe: Retaliation (2013),2013,2.73,1342
55259,"Seeker: The Dark Is Rising, The (2007)",2007,2.73,236
57949,"Welcome Home, Roscoe Jenkins (2008)",2008,2.73,95
710,Celtic Pride (1996),1996,2.73,1287
5927,"Best Little Whorehouse in Texas, The (1982)",1982,2.73,573
96634,Apartment 143 (2011),2011,2.73,93
27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),2004,2.73,729
26734,"Kiss Before Dying, A (1991)",1991,2.73,82
57509,Sex and Breakfast (2007),2007,2.73,51
98239,Red Dawn (2012),2012,2.73,448
217,"Babysitter, The (1995)",1995,2.73,1038
379,Timecop (1994),1994,2.73,6142
204268,Rambo: Last Blood (2019),2019,2.73,404
72919,Did You Hear About the Morgans? (2009),2009,2.72,489
2389,Psycho (1998),1998,2.72,3218
122898,Justice League (2017),2017,2.72,2382
275,Mixed Nuts (1994),1994,2.72,1611
69784,Brüno (Bruno) (2009),2009,2.72,3633
3491,My Chauffeur (1986),1986,2.72,217
248912,Army of the Dead (2021),2021,2.72,631
5532,Amy's O (a.k.a. Amy's Orgasm) (2001),2001,2.72,141
88835,Glee: The 3D Concert Movie (2011),2011,2.72,65
5296,"Sweetest Thing, The (2002)",2002,2.72,1802
5220,Showtime (2002),2002,2.72,1642
3705,Bird on a Wire (1990),1990,2.72,2320
4001,Code of Silence (1985),1985,2.72,180
5092,Big Fat Liar (2002),2002,2.72,1192
4753,Vamp (1986),1986,2.72,160
1703,For Richer or Poorer (1997),1997,2.72,783
360,I Love Trouble (1994),1994,2.72,2141
2169,Dead Man on Campus (1998),1998,2.72,1179
784,"Cable Guy, The (1996)",1996,2.72,16699
160149,Complete Unknown (2016),2016,2.72,52
133159,Barbie: Mariposa and The Fairy Princess (2013),2013,2.72,52
57538,Over Her Dead Body (2008),2008,2.72,254
3600,Blue Hawaii (1961),1961,2.72,465
230813,The Prom (2020),2020,2.72,125
3850,Whatever Happened to Aunt Alice? (1969),1969,2.72,50
55329,Alien Autopsy (2006),2006,2.72,50
91873,Joyful Noise (2012),2012,2.72,66
3602,G.I. Blues (1960),1960,2.72,189
2500,Jawbreaker (1999),1999,2.72,1234
6500,"Satanic Rites of Dracula, The (1974)",1974,2.72,112
278080,Samaritan (2022),2022,2.72,96
424,Blue Chips (1994),1994,2.72,803
71494,"Haunted World of El Superbeasto, The (2009)",2009,2.72,103
254722,Cry Macho (2021),2021,2.72,103
236209,The United States vs. Billie Holiday (2021),2021,2.72,55
157881,Holidays (2016),2016,2.72,78
94018,Battleship (2012),2012,2.72,2118
26314,"Cars That Ate Paris, The (1974)",1974,2.72,62
6795,Black Moon Rising (1986),1986,2.72,124
190949,Sierra Burgess Is a Loser (2018),2018,2.72,248
72591,"Patriot, The (1998)",1998,2.72,147
1055,Shadow Conspiracy (1997),1997,2.72,340
200008,After (2019),2019,2.72,170
200814,The Silence (2019),2019,2.72,216
99371,Camp Rock 2: The Final Jam (2010),2010,2.72,177
226680,Shadow in the Cloud (2020),2020,2.72,138
5824,Liberty Stands Still (2002),2002,2.72,175
51207,Street Trash (1987),1987,2.72,83
3688,Porky's (1982),1982,2.72,2624
89388,I Don't Know How She Does It (2011),2011,2.72,180
139723,Dark Was the Night (2014),2014,2.72,67
7014,Nowhere to Run (1993),1993,2.72,238
159690,Teenage Mutant Ninja Turtles: Out of the Shadows (2016),2016,2.72,682
4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),2001,2.72,2951
135597,High Lane (2009),2009,2.72,51
4931,Don't Go in the House (1980),1980,2.72,51
5996,Sonny (2002),2002,2.72,58
4232,Spy Kids (2001),2001,2.72,6811
31000,Sweet Liberty (1986),1986,2.72,79
89377,Wrecked (2010),2010,2.72,79
7389,One Million Years B.C. (1966),1966,2.71,228
263009,The Matrix Resurrections (2021),2021,2.71,1205
42723,Hostel (2005),2005,2.71,3355
200938,The Dead Don't Die (2019),2019,2.71,567
2742,Ménage (Tenue de soirée) (1986),1986,2.71,63
157432,Precious Cargo (2016),2016,2.71,63
165897,Army of One (2016),2016,2.71,63
67898,"Gravedancers, The (2006)",2006,2.71,77
3388,Harry and the Hendersons (1987),1987,2.71,2313
59715,Shutter (2008),2008,2.71,274
2558,Forces of Nature (1999),1999,2.71,2195
6425,"6th Man, The (Sixth Man, The) (1997)",1997,2.71,385
71573,Whiteout (2009),2009,2.71,318
181601,Olaf's Frozen Adventure (2017),2017,2.71,111
76175,Clash of the Titans (2010),2010,2.71,3281
98000,Student of the Year (2012),2012,2.71,52
51666,"Abandoned, The (2006)",2006,2.71,156
8869,First Daughter (2004),2004,2.71,518
27864,She Hate Me (2004),2004,2.71,90
992,"Rich Man's Wife, The (1996)",1996,2.71,275
165349,Frank & Lola (2016),2016,2.71,57
133163,Barbie Fairytopia: Magic of the Rainbow (2007),2007,2.71,57
82852,Little Fockers (2010),2010,2.71,1542
91483,Bullet to the Head (2012),2012,2.71,240
4548,Sunset (1988),1988,2.71,69
133798,Hot Pursuit (2015),2015,2.71,407
540,Sliver (1993),1993,2.71,5074
2977,Crazy in Alabama (1999),1999,2.71,427
8988,Cinderfella (1960),1960,2.71,98
40339,Chicken Little (2005),2005,2.71,2604
6029,Fun in Acapulco (1963),1963,2.71,55
42761,Casper Meets Wendy (1998),1998,2.71,67
833,High School High (1996),1996,2.71,1507
4897,"Fluffer, The (2001)",2001,2.71,127
177119,Starship Troopers: Traitor of Mars (2017),2017,2.71,65
82005,"Extra Man, The (2010)",2010,2.71,53
1756,"Prophecy II, The (1998)",1998,2.71,524
227526,The SpongeBob Movie: Sponge on the Run (2020),2020,2.71,87
169654,Don't Hang Up (2017),2017,2.71,58
2900,Monkey Shines (1988),1988,2.71,992
135979,Next Avengers: Heroes of Tomorrow (2008),2008,2.71,51
32149,Butch and Sundance: The Early Days (1979),1979,2.71,51
3324,Drowning Mona (2000),2000,2.71,1125
2362,Glen or Glenda (1953),1953,2.71,418
26871,My Father the Hero (1994),1994,2.71,107
612,"Pallbearer, The (1996)",1996,2.71,1649
51917,Wilderness (2006),2006,2.71,56
81535,Saw VII 3D - The Final Chapter (2010),2010,2.71,1094
1583,"Simple Wish, A (1997)",1997,2.71,273
3743,Boys and Girls (2000),2000,2.71,695
136530,Pokémon: Jirachi Wish Maker (2003),2003,2.7,61
4087,Big Shots (1987),1987,2.7,61
3825,Coyote Ugly (2000),2000,2.7,6158
36397,Valiant (2005),2005,2.7,475
214398,After We Collided (2020),2020,2.7,76
6250,Dreamcatcher (2003),2003,2.7,2573
8373,"Stepford Wives, The (2004)",2004,2.7,2881
69278,Land of the Lost (2009),2009,2.7,995
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),1991,2.7,1040
160674,The ReZort (2016),2016,2.7,64
167638,Sleepless (2017),2017,2.7,128
110127,Noah (2014),2014,2.7,1958
4073,"Invisible Circus, The (2001)",2001,2.7,101
247916,Things Heard & Seen (2021),2021,2.7,69
136864,Batman v Superman: Dawn of Justice (2016),2016,2.7,4547
114670,Tusk (2014),2014,2.7,583
6834,Wilder Napalm (1993),1993,2.7,52
178997,Batman vs. Two-Face (2017),2017,2.7,52
183855,Terminal,,2.7,161
2629,"Love Letter, The (1999)",1999,2.7,887
6116,"Pirate Movie, The (1982)",1982,2.7,171
4618,Leviathan (1989),1989,2.7,764
111630,Big Ass Spider! (2013),2013,2.7,67
3465,That's Life! (1986),1986,2.7,82
7222,Reefer Madness (a.k.a. Tell Your Children) (1938),1938,2.7,328
1771,Night Flier (1997),1997,2.7,410
2722,Deep Blue Sea (1999),1999,2.7,8468
47642,How to Eat Fried Worms (2006),2006,2.7,87
4207,Navy Seals (1990),1990,2.7,1114
48522,Stormbreaker (Alex Rider: Operation Stormbreaker) (2006),2006,2.7,209
45726,"You, Me and Dupree (2006)",2006,2.7,1845
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),1993,2.7,314
134528,Aloha (2015),2015,2.7,511
167838,Kung Fu Yoga (2016),2016,2.7,60
205074,Falling Inn Love,,2.7,105
85298,Black Lightning (Chernaya Molniya) (2009),2009,2.7,65
270350,Bigbug (2022),2022,2.7,80
4942,"Angry Red Planet, The (1959)",1959,2.7,105
486,Life with Mikey (1993),1993,2.7,638
518,"Road to Wellville, The (1994)",1994,2.7,1260
184089,Winchester (2018),2018,2.7,203
6475,Opportunity Knocks (1990),1990,2.7,183
418,Being Human (1993),1993,2.7,690
1825,The Players Club (1998),1998,2.7,221
8168,"Lift, De (1983)",1983,2.7,78
2200,Under Capricorn (1949),1949,2.7,126
48142,"Black Dahlia, The (2006)",2006,2.7,1288
305,Ready to Wear (Pret-A-Porter) (1994),1994,2.7,3426
189061,In Darkness (2018),2018,2.7,58
4490,"Couch Trip, The (1988)",1988,2.7,159
2679,Finding North (1998),1998,2.7,53
4247,Joe Dirt (2001),2001,2.7,3318
194006,Replicas (2018),2018,2.7,236
31223,Racing Stripes (2005),2005,2.7,335
58655,Drillbit Taylor (2008),2008,2.7,689
58432,What Just Happened (2008),2008,2.7,234
6060,"Guru, The (2002)",2002,2.7,593
26380,ABBA: The Movie (1977),1977,2.7,51
116781,Serena (2014),2014,2.7,120
53993,Evan Almighty (2007),2007,2.7,3550
438,"Cowboy Way, The (1994)",1994,2.7,1088
67365,After Sex (2007),2007,2.7,87
44949,Hoot (2006),2006,2.7,128
120637,Blackhat (2015),2015,2.69,454
83067,And Soon the Darkness (2010),2010,2.69,77
416,Bad Girls (1994),1994,2.69,1799
167636,Monster Trucks (2016),2016,2.69,90
3840,Pumpkinhead (1988),1988,2.69,718
5862,Student Bodies (1981),1981,2.69,116
4305,Angel Eyes (2001),2001,2.69,1002
83349,"Green Hornet, The (2011)",2011,2.69,2446
7193,"Adventures of Ford Fairlane, The (1990)",1990,2.69,667
185989,Truth or Dare (2018),2018,2.69,246
142503,Shut In (2015),2015,2.69,101
208517,Girl on the Third Floor (2019),2019,2.69,57
168352,Incarnate (2016),2016,2.69,70
6821,More American Graffiti (1979),1979,2.69,70
1588,George of the Jungle (1997),1997,2.69,4902
140820,Air (2015),2015,2.69,109
5655,"Fan, The (1981)",1981,2.69,174
7150,Stuck on You (2003),2003,2.69,1465
6338,Daddy Day Care (2003),2003,2.69,1798
73870,"Thaw, The (2009)",2009,2.69,117
207189,The Addams Family (2019),2019,2.69,216
73718,"Other Man, The (2008)",2008,2.69,73
4510,Heartbreak Hotel (1988),1988,2.69,73
3883,Catfish in Black Bean Sauce (2000),2000,2.69,60
4053,Double Take (2001),2001,2.69,355
152063,Gods of Egypt (2016),2016,2.69,880
256,Junior (1994),1994,2.69,10683
4182,Tuff Turf (1985),1985,2.69,81
2535,Earthquake (1974),1974,2.69,751
5855,Shock Treatment (1981),1981,2.69,144
155970,They're Watching (2016),2016,2.69,55
56003,Southland Tales (2006),2006,2.69,642
2446,In Dreams (1999),1999,2.69,654
2602,Mighty Peking Man (a.k.a. Goliathon) (Xing xing wang) (1977),1977,2.69,66
187309,The Week Of (2018),2018,2.69,103
4955,"Sicilian, The (1987)",1987,2.69,74
87529,Your Highness (2011),2011,2.69,1042
30894,White Noise (2005),2005,2.69,1121
55577,Saw IV (2007),2007,2.69,2514
265204,Resident Evil: Welcome to Raccoon City (2021),2021,2.69,146
159441,The Do-Over (2016),2016,2.69,425
130450,Pan (2015),2015,2.69,449
286951,Hypnotic (2023),2023,2.69,64
2296,"Night at the Roxbury, A (1998)",1998,2.69,2655
175197,The Dark Tower (2017),2017,2.69,1047
4946,"Eye for an Eye, An (1981)",1981,2.69,99
2638,"Mummy's Tomb, The (1942)",1942,2.69,198
4550,Switching Channels (1988),1988,2.69,99
97946,"Day, The (2011)",2011,2.69,75
6014,National Security (2003),2003,2.69,951
71490,Grace (2009),2009,2.69,67
26755,Stone Cold (1991),1991,2.69,67
2253,Toys (1992),1992,2.69,4025
201314,Wine Country (2019),2019,2.69,191
46604,Curse of the Pink Panther (1983),1983,2.69,97
200324,Teen Spirit (2019),2019,2.69,62
121109,Van Wilder: Freshman Year (2009),2009,2.69,62
65359,Earthsea (Legend of Earthsea) (2004),2004,2.69,108
4196,"Die, Monster, Die! (1965)",1965,2.69,81
45106,American Dreamz (2006),2006,2.68,552
165669,The Late Bloomer (2016),2016,2.68,79
47124,"Ant Bully, The (2006)",2006,2.68,723
3562,Committed (2000),2000,2.68,164
984,"Pompatus of Love, The (1996)",1996,2.68,238
193749,Final Score (2018),2018,2.68,52
2041,Condorman (1981),1981,2.68,876
121190,When in Rome (2002),2002,2.68,85
5773,Neighbors (1981),1981,2.68,250
120825,The Woman in Black 2: Angel of Death (2015),2015,2.68,193
3630,"House of Exorcism, The (a.k.a. Lisa and the Devil) (Casa dell'esorcismo, La) (1973)",1973,2.68,69
282835,65 (2023),2023,2.68,210
4746,Waking Up in Reno (2002),2002,2.68,86
1640,How to Be a Player (1997),1997,2.68,516
3781,Shaft in Africa (1973),1973,2.68,125
116941,Jetsons: The Movie (1990),1990,2.68,64
1793,Welcome to Woop-Woop (1997),1997,2.68,128
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",1984,2.68,758
174533,Pokémon: Spell of the Unown (2000),2000,2.68,92
157224,Nine Lives (2016),2016,2.68,173
200448,Justice League vs. the Fatal Five (2019),2019,2.68,67
133782,Maggie (2015),2015,2.68,243
5610,"Banger Sisters, The (2002)",2002,2.68,861
5943,Maid in Manhattan (2002),2002,2.68,3564
278612,Clerks III (2022),2022,2.68,84
148683,American Hero (2015),2015,2.68,56
4579,Cookie (1989),1989,2.68,70
32076,Godzilla vs. The Sea Monster (Gojira-Ebira-Mosura: Nankai no daiketto) (1966),1966,2.68,135
3050,Light It Up (1999),1999,2.68,138
51903,I Think I Love My Wife (2007),2007,2.68,223
4132,Mannequin (1987),1987,2.68,1961
2421,"Karate Kid, Part II, The (1986)",1986,2.68,6871
191,"Scarlet Letter, The (1995)",1995,2.68,1759
182679,Christmas Inheritance (2017),2017,2.68,74
8835,Paparazzi (2004),2004,2.68,242
7261,Barbershop 2: Back in Business (2004),2004,2.68,376
181115,Hangman (2017),2017,2.68,77
2122,Children of the Corn (1984),1984,2.68,2921
4621,Look Who's Talking (1989),1989,2.68,4251
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",1981,2.68,651
5344,Thief of Hearts (1984),1984,2.67,83
130448,Poltergeist (2015),2015,2.67,481
65435,Open Season 2 (2008),2008,2.67,335
211245,We Summon the Darkness (2019),2019,2.67,63
8963,It's All About Love (2003),2003,2.67,126
196223,Hellboy (2019),2019,2.67,696
107756,A.C.O.D. (2013),2013,2.67,106
69945,"Fast and the Furious, The (1955)",1955,2.67,89
185171,The Hurricane Heist (2018),2018,2.67,98
204018,Point Blank (2019),2019,2.67,52
49435,Reeker (2005),2005,2.67,55
260039,We're All Going to the World's Fair (2021),2021,2.67,58
1004,"Glimmer Man, The (1996)",1996,2.67,1658
2154,How Stella Got Her Groove Back (1998),1998,2.67,1107
87520,Transformers: Dark of the Moon (2011),2011,2.67,3976
53435,Hostel: Part II (2007),2007,2.67,985
190945,The Package (2018),2018,2.67,102
107987,Diana (2013),2013,2.67,70
26676,Almost an Angel (1990),1990,2.67,70
5438,Men at Work (1990),1990,2.67,884
2354,"Rugrats Movie, The (1998)",1998,2.67,1499
151735,The Other Side of the Door (2016),2016,2.67,82
80880,Stone (2010),2010,2.67,299
207117,Jay and Silent Bob Reboot (2019),2019,2.67,176
260895,The Addams Family 2 (2021),2021,2.67,56
165645,Bad Santa 2 (2016),2016,2.67,195
44,Mortal Kombat (1995),1995,2.67,12261
2042,D2: The Mighty Ducks (1994),1994,2.67,2753
4497,Dead Heat (1988),1988,2.67,237
70994,Halloween II (2009),2009,2.67,445
2586,Goodbye Lover (1999),1999,2.67,173
228,Destiny Turns on the Radio (1995),1995,2.67,478
94813,Chernobyl Diaries (2012),2012,2.67,320
74532,Cop Out (2010),2010,2.67,805
200822,Dark Phoenix (2019),2019,2.67,1132
1832,Heaven's Burning (1997),1997,2.67,51
129372,Demonic (2015),2015,2.67,96
100397,"ABCs of Death, The (2012)",2012,2.67,192
109317,Someone Marry Barry (2014),2014,2.67,51
2350,Heart Condition (1990),1990,2.67,150
134517,Forbidden World (1982),1982,2.67,54
190755,The Little Stranger (2018),2018,2.67,63
3899,Circus (2000),2000,2.67,63
6006,Just Married (2003),2003,2.67,2113
1887,Almost Heroes (1998),1998,2.67,660
204826,The Kitchen (2019),2019,2.66,100
2279,Urban Legend (1998),1998,2.66,2964
83480,Season of the Witch (2011),2011,2.66,884
3021,"Funhouse, The (1981)",1981,2.66,319
69526,Transformers: Revenge of the Fallen (2009),2009,2.66,5626
112497,Tammy (2014),2014,2.66,359
34150,Fantastic Four (2005),2005,2.66,8724
234,Exit to Eden (1994),1994,2.66,3255
19,Ace Ventura: When Nature Calls (1995),1995,2.66,24849
160080,Ghostbusters (2016),2016,2.66,2063
6493,Alex and Emma (2003),2003,2.66,661
69131,Killshot (2008),2008,2.66,150
3354,Mission to Mars (2000),2000,2.66,7330
71341,Blood Creek (a.k.a. Town Creek) (2009),2009,2.66,89
51498,2001 Maniacs (2005),2005,2.66,129
188317,Uncle Drew (2018),2018,2.66,83
4974,Not Another Teen Movie (2001),2001,2.66,3726
146210,Blue Mountain State: The Rise of Thadland (2015),2015,2.66,80
223594,"Love, Guaranteed (2020)",2020,2.66,77
5128,Queen of the Damned (2002),2002,2.66,2249
3394,Blind Date (1987),1987,2.66,1273
33495,Kicking & Screaming (2005),2005,2.66,738
1911,Dr. Dolittle (1998),1998,2.66,8203
3225,Down to You (2000),2000,2.66,996
885,Bogus (1996),1996,2.66,653
8669,Stay Hungry (1976),1976,2.66,62
2026,Disturbing Behavior (1998),1998,2.66,1334
1515,Volcano (1997),1997,2.66,4155
7142,Honey (2003),2003,2.66,657
5264,Clockstoppers (2002),2002,2.66,848
174543,Pokémon 4Ever: Celebi - Voice of the Forest (2001),2001,2.66,53
167986,Rupture (2016),2016,2.66,50
218653,You Should Have Left (2020),2020,2.66,94
51575,Wild Hogs (2007),2007,2.66,1692
7988,Space Truckers (1996),1996,2.66,185
3395,Nadine (1987),1987,2.66,276
93693,Casa de mi Padre (2012),2012,2.66,176
36509,"Cave, The (2005)",2005,2.66,592
829,Joe's Apartment (1996),1996,2.66,1937
4203,Harley Davidson and the Marlboro Man (1991),1991,2.66,743
4394,Beach Blanket Bingo (1965),1965,2.66,272
585,"Brady Bunch Movie, The (1995)",1995,2.66,9903
202187,The Sun Is Also a Star (2019),2019,2.66,54
114928,"Scribbler, The (2014)",2014,2.66,51
6703,"Order, The (2003)",2003,2.66,405
278312,Black Adam (2022),2022,2.66,485
3113,End of Days (1999),1999,2.66,5899
3835,"Crush, The (1993)",1993,2.66,990
3782,Shaft's Big Score! (1972),1972,2.66,160
26834,Philadelphia Experiment II (1993),1993,2.66,64
266544,The 355 (2022),2022,2.66,93
6055,Sugar Hill (1994),1994,2.66,61
44840,"Benchwarmers, The (2006)",2006,2.66,919
255339,Dear Evan Hansen (2021),2021,2.66,90
25802,"Son of Kong, The (1933)",1933,2.66,74
4542,Shakedown (1988),1988,2.66,58
5804,"Santa Clause 2, The (2002)",2002,2.66,1653
387,"Low Down Dirty Shame, A (1994)",1994,2.65,723
111663,Zombeavers (2014),2014,2.65,181
129707,The Lazarus Effect (2015),2015,2.65,292
130496,Big Game (2014),2014,2.65,211
48518,"Texas Chainsaw Massacre: The Beginning, The (2006)",2006,2.65,880
138202,Burying the Ex (2015),2015,2.65,78
221880,I Used to Go Here (2020),2020,2.65,52
98054,Stolen (2012),2012,2.65,219
